movie_title;id;recomended_movie_id_0;recomended_movie_id_1;recomended_movie_id_2;recomended_movie_id_3;recomended_movie_id_4;recomended_movie_title_0;recomended_movie_title_1;recomended_movie_title_2;recomended_movie_title_3;recomended_movie_title_4
Running Forever题迨;3787;2958;3412;3596.0;4405.0;4705.0;Running with Scissors题迨;Thank You for Smoking题迨;Hedwig and the Angry Inch题迨;Once Upon a Time in Queens题迨;Lonesome Jim题迨
Yoga Hosers题迨;3788;3243;3654;3677.0;;;Volver题迨;Le Havre题迨;Instructions Not Included题迨;Stories of Our Lives题迨;The Circle题迨
Navy Seals vs. Zombies题迨; My Father迨;1124;2107;2738.0;3429.0;4789.0;The Returned题迨            ;Joyeux Noel题迨;Sarah's Key题迨;Persepolis题迨;When the Cat's Away题迨
I Served the King of England题迨;3790;1362;3549;3641.0;3832.0;4894.0;Rush题迨;The Damned United题迨;Chariots of Fire题迨;Mean Machine题迨;
Soul Kitchen题迨;3791;98;1165;1171.0;3631.0;4894.0;Godzilla Resurgence题迨;The Warrior's Way题迨;The Medallion题迨;The Protector题迨;
Sling Blade题迨;3792;191;310;2424.0;3834.0;4304.0;Noah题迨;Hercules题迨;The Legend of the Lone Ranger题迨;Blackthorn题迨;The Legend of Hell's Gate: An American Conspiracy题迨
The Awakening题迨; Still迨;2106;2437;3551.0;3998.0;4425.0;Black Book题迨;Mongol: The Rise of Genghis Khan题迨;Gomorrah题迨            ;City of God题迨;The Celebration题迨
Hostel题迨;3794;943;1187;1237.0;1665.0;2529.0;The Ring Two题迨;The Conjuring 2题迨;Gothika题迨;Deliver Us from Evil题迨;The Unborn题迨
Tristram Shandy: A Cock and Bull Story题迨;3795;3322;3482;4129.0;4535.0;4894.0;Namastey London题迨;Veer-Zaara题迨;Lage Raho Munna Bhai题迨;Fiza题迨;
Take Shelter题迨;3796;1856;2553;4235.0;4613.0;;Rain Man题迨;Philadelphia题迨;Thirteen题迨;1982题迨;George Washington题迨
Lady in White题迨;3797;2603;3569;3895.0;3914.0;4102.0;Beetlejuice题迨;Best in Show题迨;Love Stinks题迨;An Everlasting Piece题迨;30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo题迨
Driving Lessons题迨;3798;1402;3566;4362.0;4435.0;4894.0;Trainwreck题迨;Van Wilder: Party Liaison题迨;Dil Jo Bhi Kahey...题迨;Neal 'N' Nikki题迨;
Let's Kill Ward's Wife题迨;3799;1047;3482;4350.0;4685.0;4894.0;Earth题迨;Veer-Zaara题迨;The Lunchbox题迨;Faith Connections题迨;
The Texas Chainsaw Massacre 2题迨;3800;3516;3842;4076.0;4159.0;4342.0;Two Lovers and a Bear题迨;Anne of Green Gables题迨            ;Hobo with a Shotgun题迨;Sur le seuil题迨;Against the Wild题迨
Pat Garrett & Billy the Kid题迨;3801;191;1051;1411.0;3320.0;4111.0;Noah题迨;First Blood题迨;The Man in the Iron Mask题迨;All Is Lost题迨;Chicago Overcoat题迨
Only God Forgives题迨;3802;681;1487;3166.0;3823.0;4284.0;Oliver Twist题迨;Luther题迨            ;Romeo Is Bleeding题迨;Salvador题迨;Freeze Frame题迨
Camping sauvage题迨;3803;991;2851;3604.0;4617.0;4847.0;Hannibal Rising题迨;Birthday Girl题迨;The Great Train Robbery题迨;London to Brighton题迨;Bronson题迨
Without Men题迨;3804;1371;3193;3573.0;3846.0;4487.0;Obitaemyy ostrov题迨;Shaolin Soccer题迨;Mr. Nice Guy题迨;Easy Money题迨;The Raid: Redemption题迨
Barfi题迨;3805;1037;1314;2974.0;3442.0;3545.0;Child 44题迨;Snowpiercer题迨;Ondine题迨;The Piano题迨;Tracker题迨
Dear Frankie题迨;3806;3051;3837;4129.0;4555.0;4894.0;Kabhi Alvida Naa Kehna题迨;Fugly题迨;Lage Raho Munna Bhai题迨;Chocolate: Deep Dark Secrets题迨;
All Hat题迨;3807;1866;3849;4300.0;4894.0;4894.0;Viy题迨;Cargo题迨;The Torture Chamber of Dr. Sadism题迨;;
The Names of Love题迨;3808;230;1627;2822.0;3436.0;4367.0;How Do You Know题迨;Letters to Juliet题迨;10 Things I Hate About You题迨;Juno题迨;Waitress题迨
Treading Water题迨;3809;1894;2633;4208.0;4839.0;4894.0;Scarface题迨;Drive题迨;Mi America题迨;Butterfly题迨;
Savage Grace题迨;3810;871;3084;3370.0;3795.0;4162.0;The Phantom of the Opera题迨;The Best Exotic Marigold Hotel题迨;Howards End题迨;Tristram Shandy: A Cock and Bull Story题迨;Brick Lane题迨
;3811;1866;3849;4762.0;4894.0;4894.0;Viy题迨;Cargo题迨;The Beyond题迨;;
Police Academy题迨;3812;2209;2851;3539.0;3784.0;4284.0;The Bank Job题迨;Birthday Girl题迨;Layer Cake题迨;Born of War题迨;Freeze Frame题迨
The Blue Lagoon题迨;3813;1846;2422;3389.0;4159.0;;Highlander: The Final Dimension题迨;I Love You, Beth Cooper题迨;Fido题迨;Sur le seuil题迨;Signed Sealed Delivered题迨
Four Weddings and a Funeral题迨;3814;2625;2995;3097.0;4276.0;4441.0;Halloween II题迨;Pet Sematary题迨;Twilight Zone: The Movie题迨;Return of the Living Dead III题迨;C.H.U.D.题迨
Fast Times at Ridgemont High题迨;3815;1246;1348;2371.0;2784.0;4439.0;Scream 4题迨;The Thing题迨;The Amityville Horror题迨;Soul Survivors题迨;Friday the 13th Part 2题迨
Moby Dick题迨;3816;1345;1561;1918.0;3338.0;4328.0;Rock Star题迨;Mr. Holland's Opus题迨;August Rush题迨;You Got Served题迨;Songcatcher题迨
25th Hour题迨;3817;809;1130;2763.0;3142.0;4894.0;The Flintstones in Viva Rock Vegas题迨;The Bounty Hunter题迨;Vampire in Brooklyn题迨;MacGruber题迨;
Secrets and Lies题迨            ;3818;2605;2690;3861.0;4894.0;4894.0;Little Women题迨;The Love Letter题迨;The Greatest Show on Earth题迨;;
Bound题迨;3819;479;547;747.0;1494.0;1624.0;What Dreams May Come题迨;Anna and the King题迨;Up Close & Personal题迨;Ride with the Devil题迨;P.S. I Love You题迨
Requiem for a Dream题迨;3820;900;2348;3864.0;4009.0;4341.0;Beloved题迨;The Shining题迨;Maggie题迨;Rosemary's Baby题迨;May题迨
State Fair题迨;3821;2839;3015;4065.0;4233.0;4511.0;Crazy/Beautiful题迨;Cruel Intentions题迨;Days of Heaven题迨;Before Sunset题迨;Love Me Tender题迨
Tango题迨;3822;134;2613;3509.0;4727.0;4894.0;Dark Shadows题迨;Krampus题迨;Twixt题迨;Girls Gone Dead题迨;
Salvador题迨;3823;404;1660;1949.0;3693.0;4816.0;It's Complicated题迨;Bulworth题迨;The Next Best Thing题迨;House Party 2题迨;The Incredibly True Adventure of Two Girls in Love题迨
Moms' Night Out题迨;3824;1230;1816;2642.0;4619.0;4894.0;Secret Window题迨;Mindhunters题迨;Book of Shadows: Blair Witch 2题迨;Windsor Drive题迨;
Donnie Darko题迨;3825;547;1594;1828.0;2669.0;3865.0;Anna and the King题迨;The Notebook题迨;Open Range题迨;One Day题迨;Leaving Las Vegas题迨
Saving Private Perez题迨;3826;1745;3335;3412.0;3530.0;4356.0;Taking Woodstock题迨;Little Miss Sunshine题迨;Thank You for Smoking题迨;The Four Seasons题迨;Foolish题迨
Character题迨;3827;2143;2916;4027.0;4082.0;4279.0;Pulse题迨;Quarantine题迨;The Purge题迨;Creature题迨            ;Circle题迨
Spun题迨;3828;66;275;1567.0;3517.0;4493.0;The Dark Knight题迨;The Martian题迨;Hearts in Atlantis题迨;Criminal Activities题迨;Silent Running题迨
Life During Wartime题迨;3829;208;639;1016.0;2205.0;3461.0;Fast Five题迨;The X Files题迨;Jade题迨;The Debt题迨;The Devil's Rejects题迨
Lady Vengeance题迨;3830;1283;1917;2451.0;3168.0;4894.0;The Impossible题迨;Blood Ties题迨;The Informers题迨;Crash题迨;
Mozart's Sister题迨;3831;1396;2521;2992.0;4370.0;4504.0;True Grit题迨;House of Sand and Fog题迨;Heaven Is for Real题迨;Kids题迨;God's Not Dead 2题迨
Mean Machine题迨;3832;1834;2095;2271.0;3632.0;4022.0;O Brother, Where Art Thou?题迨;Hail, Caesar!题迨;Be Kind Rewind题迨;Stiff Upper Lips题迨;Waking Ned Devine题迨
Exiled题迨;3833;1201;1906;3188.0;3589.0;4127.0;Ride Along 2题迨;Beauty Shop题迨;The Brothers Solomon题迨;College题迨;Young Frankenstein题迨
Blackthorn题迨;3834;508;1890;2178.0;2197.0;;Jack and Jill题迨;Anchorman: The Legend of Ron Burgundy题迨;Meet the Browns题迨            ;Scary Movie 5题迨;A True Story题迨
Lilya 4-Ever题迨;3835;1026;2210;3278.0;4894.0;4894.0;Outlander题迨            ;Eternal Sunshine of the Spotless Mind题迨;The Bold and the Beautiful题迨            ;;
After.Life题迨;3836;1239;1723;2516.0;2591.0;3938.0;Medicine Man题迨;Walk the Line题迨;Fur: An Imaginary Portrait of Diane Arbus题迨;The Yellow Handkerchief题迨;Network题迨
Fugly题迨;3837;618;1794;2344.0;3167.0;4424.0;Blackhat题迨;Kiss the Girls题迨;Sea of Love题迨;The Limey题迨;The Streets of San Francisco题迨            
One Flew Over the Cuckoo's Nest题迨;3838;930;1514;1621.0;2277.0;3799.0;22 Jump Street题迨;Big Momma's House题迨;Naked Gun 33 1/3: The Final Insult题迨;We're No Angels题迨;Let's Kill Ward's Wife题迨
R.L. Stine's Monsterville: The Cabinet of Souls题迨;3839;2732;2947;3190.0;4325.0;4749.0;Chiamatemi Francesco - Il Papa della gente题迨;Das Boot题迨;Illuminata题迨;El crimen del padre Amaro题迨;As It Is in Heaven题迨
Silent Movie题迨;3840;508;925;3188.0;3735.0;4614.0;Jack and Jill题迨;Anchorman 2: The Legend Continues题迨;The Brothers Solomon题迨;Grandma's Boy题迨;For a Good Time, Call...题迨
Airlift题迨;3841;1084;3563;4081.0;4165.0;;Coyote Ugly题迨;The Wood题迨;Damsels in Distress题迨;The Spectacular Now题迨;Tiny Furniture题迨
Anne of Green Gables题迨            ;3842;734;2848;2915.0;3111.0;4894.0;Contagion题迨;Light It Up题迨;One Hour Photo题迨;Sugar Hill题迨;
Falcon Rising题迨;3843;2622;2938;3889.0;4064.0;4894.0;Malibu's Most Wanted题迨;Max Keeble's Big Move题迨;Let's Go to Prison题迨;8 Heads in a Duffel Bag题迨;
The Sweeney题迨;3844;865;1078;1198.0;1587.0;3128.0;Stuck on You题迨;Scary Movie 2题迨;Dumb and Dumber To题迨;The First Wives Club题迨;The Goods: Live Hard, Sell Hard题迨
Sexy Beast题迨;3845;665;1951;2429.0;2678.0;4638.0;Focus题迨;The Girl Next Door题迨;And So It Goes题迨;Home Fries题迨;Safety Not Guaranteed题迨
Easy Money题迨;3846;3582;4172;4669.0;4849.0;4897.0;Dolphins and Whales 3D: Tribes of the Ocean题迨;8: The Mormon Proposition题迨;Woodstock题迨;Burn题迨;Aroused题迨
Whale Rider题迨;3847;1478;1886;3817.0;4079.0;4213.0;The Tree of Life题迨;Finding Neverland题迨;25th Hour题迨;Love's Abiding Joy题迨;The Timber题迨
Paa题迨;3848;829;913;1500.0;3276.0;4248.0;Meet the Parents题迨;Bulletproof Monk题迨;Unfinished Business题迨;PCU题迨;Strangers with Candy题迨            
Cargo题迨;3849;719;819;2038.0;3735.0;4219.0;Couples Retreat题迨;That's My Boy题迨;The Waterboy题迨;Grandma's Boy题迨;Everything You Always Wanted to Know About Sex * But Were Afraid to Ask题迨
;3850;1150;1277;1364.0;3099.0;4558.0;The Heat题迨;Torque题迨;Cop Out题迨;A Low Down Dirty Shame题迨;Safe Men题迨
High School Musical题迨;3851;1975;2479;3700.0;4262.0;4666.0;The Hoax题迨;The Best Man Holiday题迨;The Players Club题迨;House of D题迨;Walter题迨
Animal Kingdom题迨            ;3852;509;585;731.0;1097.0;1643.0;2 Fast 2 Furious题迨;S.W.A.T.题迨;Jack Reacher题迨;The River Wild题迨;Midnight Run题迨
Love and Death on Long Island题迨;3853;203;1696;1978.0;2911.0;4894.0;Harry Potter and the Deathly Hallows: Part I题迨;The Imaginarium of Doctor Parnassus题迨;Sheena题迨;Time Bandits题迨;
Night Watch题迨;3854;1770;4303;4553.0;4754.0;4849.0;Winged Migration题迨;Slacker Uprising题迨;A Lego Brickumentary题迨;Dogtown and Z-Boys题迨;Burn题迨
The Crying Game题迨;3855;16;38;99.0;104.0;3901.0;The Chronicles of Narnia: Prince Caspian题迨;Oz the Great and Powerful题迨;The Hobbit: An Unexpected Journey题迨;The Sorcerer's Apprentice题迨;The Barbarians题迨
Porky's题迨;3856;624;1105;1913.0;3234.0;3611.0;The Twilight Saga: Eclipse题迨;Revolutionary Road题迨;The Hours题迨;The Lost City题迨;Come Early Morning题迨
Survival of the Dead题迨;3857;734;981;2082.0;4665.0;4894.0;Contagion题迨;The Beach题迨;Derailed题迨;Treachery题迨;
Night of the Living Dead题迨;3858;864;1082;1133.0;1541.0;3630.0;Instinct题迨;Changing Lanes题迨;The Juror题迨;Alive题迨;Trade of Innocents题迨
Lost in Translation题迨;3859;1253;3336;4169.0;4550.0;4673.0;Pay It Forward题迨;Stand by Me题迨;Valley of the Heart's Delight题迨;Guiana 1838题迨;Broken Vessels题迨
Annie Hall题迨;3860;2325;3288;3993.0;4419.0;4907.0;Les couloirs du temps: Les visiteurs II题迨;Barbecue题迨;March of the Penguins题迨;The Blue Room题迨;Une Femme Mari棠濠e题迨
The Greatest Show on Earth题迨;3861;1366;2757;3336.0;4445.0;4550.0;Dolphin Tale题迨;White Fang题迨;Stand by Me题迨;How Green Was My Valley题迨;Guiana 1838题迨
;3862;1252;1467;3052.0;3612.0;4894.0;Mickey Blue Eyes题迨;Wimbledon题迨;An Ideal Husband题迨;Lucky Break题迨;
Monster's Ball题迨;3863;1076;1670;3012.0;3464.0;4886.0;Training Day题迨;The Next Three Days题迨;Phone Booth题迨;In Too Deep题迨;Sweet Sweetback's Baadasssss Song题迨
Maggie题迨;3864;3910;4894;4894.0;4894.0;4894.0;Psycho Beach Party题迨;;;;
Leaving Las Vegas题迨;3865;1915;1935;2541.0;3911.0;4894.0;Mr. Bean's Holiday题迨;Shaun the Sheep题迨            ;Hot Fuzz题迨;The Big Tease题迨;
Hansel & Gretel Get Baked题迨;3866;1698;2996;3975.0;4139.0;4542.0;Trapped题迨            ;Madadayo题迨;La otra conquista题迨;Ida题迨;Ajami题迨
;3867;1204;1400;2083.0;2317.0;3909.0;Sin City题迨;Cape Fear题迨;The Informant!题迨;The Yards题迨;Prison题迨
The Front Page题迨;3868;2566;3781;4098.0;4531.0;4845.0;Soul Plane题迨;Christmas Eve题迨;The Deported题迨;Bubba Ho-Tep题迨;Little Big Top题迨
The Boy Next Door题迨;3869;1252;3052;3060.0;3157.0;3908.0;Mickey Blue Eyes题迨;An Ideal Husband题迨;Lovesick题迨            ;Run, Fatboy, Run题迨;Shooting Fish题迨
Trapeze题迨;3870;50;2434;2876.0;4164.0;4894.0;The Great Gatsby题迨;The Last Station题迨;Womb题迨;My Life Without Me题迨;
The Kids Are All Right题迨;3871;1432;1786;1837.0;3441.0;4615.0;Something Borrowed题迨;Welcome Home, Roscoe Jenkins题迨;In Good Company题迨;500 Days of Summer题迨;Celeste & Jesse Forever题迨
They Live题迨;3872;4002;4135;4234.0;4344.0;4542.0;The Hunt题迨;The Dress题迨;Amores Perros题迨;Under the Same Moon题迨;Ajami题迨
The Great Escape题迨;3873;470;511;3757.0;;;The Manchurian Candidate题迨;The Invasion题迨;Atlas Shrugged: Who Is John Galt?题迨;The Signal题迨;Dawn of the Crescent Moon题迨
What the #$*! Do We (K)now!?题迨;3874;1229;1879;2376.0;3101.0;;Legal Eagles题迨;No Strings Attached题迨;The Invention of Lying题迨;Employee of the Month题迨;Breaking Upwards题迨
The Last Exorcism Part II题迨;3875;502;1785;2237.0;3685.0;3921.0;A Beautiful Mind题迨;My Sister's Keeper题迨;Into the Wild题迨;The Elephant Man题迨;The Last Time I Committed Suicide题迨
Boyhood题迨;3876;3286;3523;4234.0;4463.0;4749.0;The Legend of Suriyothai题迨;Remember Me, My Love题迨;Amores Perros题迨;The Second Mother题迨;As It Is in Heaven题迨
Scoop题迨;3877;530;2276;3114.0;3717.0;4299.0;The Terminal题迨;Burnt题迨;Rushmore题迨;Diner题迨;All Is Bright题迨
;3878;148;222;249.0;1297.0;1753.0;Die Another Day题迨;Jason Bourne题迨;Tomorrow Never Dies题迨;Raise the Titanic题迨;For Your Eyes Only题迨
The Wash题迨;3879;825;1038;3389.0;3491.0;3946.0;The Pacifier题迨;Rat Race题迨;Fido题迨;Losin' It题迨;Defendor题迨
3 Strikes题迨;3880;1313;3504;3656.0;4250.0;4749.0;Nomad: The Warrior题迨;Hard to Be a God题迨;R100题迨;Waltz with Bashir题迨;As It Is in Heaven题迨
The Cooler题迨;3881;70;893;1438.0;1885.0;4894.0;Hugo题迨;Anastasia题迨;The Nativity Story题迨;Bridge to Terabithia题迨;
The Misfits题迨;3882;1250;1311;2844.0;4398.0;4826.0;Hanging Up题迨;The Hudsucker Proxy题迨;Dirty Work题迨;Pontypool题迨;Sugar Town题迨
The Night Listener题迨;3883;597;805;2362.0;2914.0;3939.0;War Horse题迨;American Sniper题迨;The Book Thief题迨;Patton题迨;Gone with the Wind题迨
The Jerky Boys题迨;3884;904;3149;3891.0;3917.0;4615.0;The Break-Up题迨;Bones题迨            ;Secretary题迨;The Velocity of Gary题迨;Celeste & Jesse Forever题迨
The Orphanage题迨;3885;636;2201;4441.0;4689.0;4825.0;Abraham Lincoln: Vampire Hunter题迨;Ghost Ship题迨;C.H.U.D.题迨;Kingdom of the Spiders题迨;Teeth and Blood题迨
A Haunted House 2题迨;3886;2966;4280;4594.0;4774.0;4894.0;Ravenous题迨;Eden Lake题迨;Banshee Chapter题迨;Maniac题迨;
The Rules of Attraction题迨;3887;636;3672;4602.0;;;Abraham Lincoln: Vampire Hunter题迨;Lights Out题迨;The Horror Network Vol. 1题迨;Raymond Did It题迨;Her Cry: La Llorona Investigation题迨
Topaz题迨;3888;1339;2381;2495.0;3345.0;4764.0;Heartbreakers题迨;Legally Blonde题迨;Larry the Cable Guy: Health Inspector题迨;That Awkward Moment题迨;What Happens in Vegas题迨
Let's Go to Prison题迨;3889;2741;2770;2843.0;3323.0;4889.0;Manderlay题迨;Tea with Mussolini题迨;Room题迨;The Wind That Shakes the Barley题迨;Once题迨
Four Rooms题迨;3890;1510;1805;2788.0;3030.0;4894.0;Mandela: Long Walk to Freedom题迨;The Duchess题迨;Mr. Turner题迨;Woman in Gold题迨;
Secretary题迨;3891;479;1105;1526.0;2591.0;3132.0;What Dreams May Come题迨;Revolutionary Road题迨;The Reader题迨;The Yellow Handkerchief题迨;Love Jones题迨
The Real Cancun题迨;3892;597;2365;2454.0;3929.0;4894.0;War Horse题迨;The Fall of the Roman Empire题迨;One Man's Hero题迨;Hell's Angels题迨;
Talk Radio题迨;3893;3083;3130;3543.0;3576.0;3691.0;Oliver!题迨;My Week with Marilyn题迨;Aberdeen题迨;War & Peace题迨            ;Billy Elliot题迨
Waiting for Guffman题迨;3894;1269;2684;2992.0;3399.0;3820.0;Sweet November题迨;Black Snake Moan题迨;Heaven Is for Real题迨;The Rocket: The Legend of Rocket Richard题迨;Requiem for a Dream题迨
Love Stinks题迨;3895;2022;2420;3134.0;3583.0;4793.0;Girl, Interrupted题迨;Life as a House题迨;End of the Spear题迨;Pollock题迨;Wendy and Lucy题迨
You Kill Me题迨;3896;1210;1509;4609.0;4882.0;4894.0;The Mexican题迨;Playing for Keeps题迨;The Hammer题迨;She's Gotta Have It题迨;
Thumbsucker题迨;3897;985;1802;2606.0;2692.0;3014.0;A Touch of Frost题迨            ;Anonymous题迨;The Woman in Black题迨;In Bruges题迨;Dead Man Walking题迨
Red State题迨;3898;3207;3975;4139.0;4250.0;4683.0;Cinco de Mayo, La Batalla题迨;La otra conquista题迨;Ida题迨;Waltz with Bashir题迨;Julija in alfa Romeo题迨
Mirrormask题迨;3899;3516;3742;4076.0;4418.0;4484.0;Two Lovers and a Bear题迨;The Sweet Hereafter题迨;Hobo with a Shotgun题迨;Girl House题迨;Dracula: Pages from a Virgin's Diary题迨
Samsara题迨;3900;1210;2959;4134.0;4667.0;4894.0;The Mexican题迨;From Justin to Kelly题迨;Donovan's Reef题迨;Top Hat题迨;
The Barbarians题迨;3901;3249;3323;3524.0;3746.0;3783.0;Melancholia题迨;The Wind That Shakes the Barley题迨;Perrier's Bounty题迨;Heavenly Creatures题迨;Dying of the Light题迨
The Art of Getting By题迨;3902;2440;2689;3169.0;3501.0;3647.0;Hamlet题迨;The Importance of Being Earnest题迨;The House of Mirth题迨;The Heart of Me题迨;Iris题迨
Zipper题迨;3903;1811;2638;4267.0;4408.0;4894.0;Martian Child题迨;Because of Winn-Dixie题迨;Saint John of Las Vegas题迨;Growing Up Smith题迨;
Poolhall Junkies题迨;3904;293;1353;4399.0;4596.0;;Django Unchained题迨;The Master题迨;Trucker题迨;Ask Me Anything题迨;Tiger Orange题迨
The Loss of Sexual Innocence题迨;3905;910;2105;3388.0;4058.0;4080.0;Man on the Moon题迨;The Libertine题迨;The Land Girls题迨;East Is East题迨;Fish Tank题迨
